system:index,Gpp,LAI,Npp,Npp_QC,Specie,date,elev,elev_code,lat,long,pies,radius_m,site_code,site_name,sp_code,.geo
2012_01_01_00000000000000000007,11650,1.94,5873,7,Pinus_pinaster,2020-10-06T00:00:00Z,1770,high,37.135,-3.198,40,9.0,PIPIN_JEREZ_H,JEREZ_H,pinaster,"{""type"":""Point"",""coordinates"":[-3.1980003890155833,37.13500117220457]}"
2012_01_01_00000000000000000000,9819,1.59,5660,0,Pinus_halepensis,2018-12-28T00:00:00Z,1212,medium,37.08871,-2.68649,41,10.0,PIHAL_NACIMIENTO_M,NAC_HALEPENSIS,halepensis,"{""type"":""Point"",""coordinates"":[-2.686487988972699,37.088711244168756]}"
2012_01_01_0000000000000000000b,5021,1.33,2990,9,Pinus_halepensis,2022-06-13T00:00:00Z,974,low,37.1101,-2.69854,41,8.7,PIHAL_NACIMIENTO_L,NAC_HALEPENSIS_2,halepensis,"{""type"":""Point"",""coordinates"":[-2.6985409391201634,37.11010155192212]}"
2012_01_01_0000000000000000000c,7209,1.36,4576,13,Pinus_halepensis,2022-06-15T00:00:00Z,1359,high,37.16982,-3.05232,40,11.3,PIHAL_RAGUA_H,RAG PIHA 3,halepensis,"{""type"":""Point"",""coordinates"":[-3.052321557599505,37.16981783322988]}"
2012_01_01_00000000000000000008,12395,3.11,7532,11,Pinus_sylvestris,2018-11-28T00:00:00Z,1633,low,36.95607,-3.30093,37,13.0,PISYL_PORTUGOS_L,PORTUGOS_L,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3009298186322735,36.9560663651319]}"
2012_01_01_00000000000000000009,12095,3.36,7277,9,Pinus_sylvestris,2018-12-11T00:00:00Z,1748,medium,36.96002,-3.30361,47,9.0,PISYL_PORTUGOS_M,PORTUGOS_M,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3036097383653944,36.96001712866525]}"
2012_01_01_0000000000000000000a,10161,3.63,6188,17,Pinus_sylvestris,2018-11-28T00:00:00Z,2000,high,36.96598,-3.31321,35,9.0,PISYL_PORTUGOS_H,PORTUGOS_H,sylvestris,"{""type"":""Point"",""coordinates"":[-3.313214642034517,36.9659789467737]}"
2013_01_01_00000000000000000001,13294,1.84,8151,5,Pinus_nigra,2018-05-10T00:00:00Z,1646,medium,37.14336,-3.14902,39,9.0,PINIG_LANTEIRA_M,LANTEIRA_M,nigra,"{""type"":""Point"",""coordinates"":[-3.14901716394348,37.14335752757873]}"
2013_01_01_00000000000000000002,12698,1.29,7821,5,Pinus_nigra,2021-10-27T00:00:00Z,1585,low,37.14837,-3.14652,40,13.3,PINIG_LANTEIRA_L2,LANTEIRA_L2,nigra,"{""type"":""Point"",""coordinates"":[-3.14652006735355,37.1483695571628]}"
2013_01_01_00000000000000000003,13718,1.95,8211,0,Pinus_nigra,2020-10-06T00:00:00Z,1810,high,37.132,-3.147,41,8.9,PINIG_LANTEIRA_H,LANTEIRA_H,nigra,"{""type"":""Point"",""coordinates"":[-3.1470016502673217,37.1320001971956]}"
2013_01_01_00000000000000000004,10470,1.08,7207,9,Pinus_pinaster,2021-10-27T00:00:00Z,1433,low2,37.15454,-3.13756,37,12.1,PIPIN_LANTEIRA_L2,LANTERIA_L2,pinaster,"{""type"":""Point"",""coordinates"":[-3.137561733337176,37.15454095302077]}"
2013_01_01_00000000000000000005,13026,1.48,7889,3,Pinus_pinaster,2021-10-26T00:00:00Z,1353,low,37.18253,-3.17767,41,11.6,PIPIN_JEREZ_L,JEREZ_L,pinaster,"{""type"":""Point"",""coordinates"":[-3.177671347312922,37.18253073033325]}"
2013_01_01_00000000000000000006,16481,1.73,8965,7,Pinus_pinaster,2018-05-09T00:00:00Z,1605,medium,37.16089,-3.19681,33,11.0,PIPIN_JEREZ_M,JEREZ_M,pinaster,"{""type"":""Point"",""coordinates"":[-3.196805349933258,37.160890712920875]}"
2013_01_01_00000000000000000007,14951,1.94,8464,5,Pinus_pinaster,2020-10-06T00:00:00Z,1770,high,37.135,-3.198,40,9.0,PIPIN_JEREZ_H,JEREZ_H,pinaster,"{""type"":""Point"",""coordinates"":[-3.1980003890155833,37.13500117220457]}"
2013_01_01_00000000000000000000,12063,1.59,7603,7,Pinus_halepensis,2018-12-28T00:00:00Z,1212,medium,37.08871,-2.68649,41,10.0,PIHAL_NACIMIENTO_M,NAC_HALEPENSIS,halepensis,"{""type"":""Point"",""coordinates"":[-2.686487988972699,37.088711244168756]}"
2013_01_01_0000000000000000000b,5938,1.33,3751,7,Pinus_halepensis,2022-06-13T00:00:00Z,974,low,37.1101,-2.69854,41,8.7,PIHAL_NACIMIENTO_L,NAC_HALEPENSIS_2,halepensis,"{""type"":""Point"",""coordinates"":[-2.6985409391201634,37.11010155192212]}"
2013_01_01_0000000000000000000c,9430,1.36,6431,9,Pinus_halepensis,2022-06-15T00:00:00Z,1359,high,37.16982,-3.05232,40,11.3,PIHAL_RAGUA_H,RAG PIHA 3,halepensis,"{""type"":""Point"",""coordinates"":[-3.052321557599505,37.16981783322988]}"
2013_01_01_00000000000000000008,15644,3.11,10318,9,Pinus_sylvestris,2018-11-28T00:00:00Z,1633,low,36.95607,-3.30093,37,13.0,PISYL_PORTUGOS_L,PORTUGOS_L,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3009298186322735,36.9560663651319]}"
2013_01_01_00000000000000000009,14575,3.36,9346,7,Pinus_sylvestris,2018-12-11T00:00:00Z,1748,medium,36.96002,-3.30361,47,9.0,PISYL_PORTUGOS_M,PORTUGOS_M,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3036097383653944,36.96001712866525]}"
2013_01_01_0000000000000000000a,12273,3.63,7934,11,Pinus_sylvestris,2018-11-28T00:00:00Z,2000,high,36.96598,-3.31321,35,9.0,PISYL_PORTUGOS_H,PORTUGOS_H,sylvestris,"{""type"":""Point"",""coordinates"":[-3.313214642034517,36.9659789467737]}"
2014_01_01_00000000000000000001,12302,1.84,7233,7,Pinus_nigra,2018-05-10T00:00:00Z,1646,medium,37.14336,-3.14902,39,9.0,PINIG_LANTEIRA_M,LANTEIRA_M,nigra,"{""type"":""Point"",""coordinates"":[-3.14901716394348,37.14335752757873]}"
2014_01_01_00000000000000000002,11591,1.29,6835,0,Pinus_nigra,2021-10-27T00:00:00Z,1585,low,37.14837,-3.14652,40,13.3,PINIG_LANTEIRA_L2,LANTEIRA_L2,nigra,"{""type"":""Point"",""coordinates"":[-3.14652006735355,37.1483695571628]}"
2014_01_01_00000000000000000003,12970,1.95,7337,9,Pinus_nigra,2020-10-06T00:00:00Z,1810,high,37.132,-3.147,41,8.9,PINIG_LANTEIRA_H,LANTEIRA_H,nigra,"{""type"":""Point"",""coordinates"":[-3.1470016502673217,37.1320001971956]}"
2014_01_01_00000000000000000004,9358,1.08,6279,5,Pinus_pinaster,2021-10-27T00:00:00Z,1433,low2,37.15454,-3.13756,37,12.1,PIPIN_LANTEIRA_L2,LANTERIA_L2,pinaster,"{""type"":""Point"",""coordinates"":[-3.137561733337176,37.15454095302077]}"
2014_01_01_00000000000000000005,11371,1.48,6699,5,Pinus_pinaster,2021-10-26T00:00:00Z,1353,low,37.18253,-3.17767,41,11.6,PIPIN_JEREZ_L,JEREZ_L,pinaster,"{""type"":""Point"",""coordinates"":[-3.177671347312922,37.18253073033325]}"
2014_01_01_00000000000000000006,14922,1.73,7575,7,Pinus_pinaster,2018-05-09T00:00:00Z,1605,medium,37.16089,-3.19681,33,11.0,PIPIN_JEREZ_M,JEREZ_M,pinaster,"{""type"":""Point"",""coordinates"":[-3.196805349933258,37.160890712920875]}"
2014_01_01_00000000000000000007,14359,1.94,7730,7,Pinus_pinaster,2020-10-06T00:00:00Z,1770,high,37.135,-3.198,40,9.0,PIPIN_JEREZ_H,JEREZ_H,pinaster,"{""type"":""Point"",""coordinates"":[-3.1980003890155833,37.13500117220457]}"
2014_01_01_00000000000000000000,10306,1.59,6261,5,Pinus_halepensis,2018-12-28T00:00:00Z,1212,medium,37.08871,-2.68649,41,10.0,PIHAL_NACIMIENTO_M,NAC_HALEPENSIS,halepensis,"{""type"":""Point"",""coordinates"":[-2.686487988972699,37.088711244168756]}"
2014_01_01_0000000000000000000b,4447,1.33,2768,9,Pinus_halepensis,2022-06-13T00:00:00Z,974,low,37.1101,-2.69854,41,8.7,PIHAL_NACIMIENTO_L,NAC_HALEPENSIS_2,halepensis,"{""type"":""Point"",""coordinates"":[-2.6985409391201634,37.11010155192212]}"
2014_01_01_0000000000000000000c,7795,1.36,5219,3,Pinus_halepensis,2022-06-15T00:00:00Z,1359,high,37.16982,-3.05232,40,11.3,PIHAL_RAGUA_H,RAG PIHA 3,halepensis,"{""type"":""Point"",""coordinates"":[-3.052321557599505,37.16981783322988]}"
2014_01_01_00000000000000000008,15500,3.11,9901,7,Pinus_sylvestris,2018-11-28T00:00:00Z,1633,low,36.95607,-3.30093,37,13.0,PISYL_PORTUGOS_L,PORTUGOS_L,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3009298186322735,36.9560663651319]}"
2014_01_01_00000000000000000009,14735,3.36,9251,20,Pinus_sylvestris,2018-12-11T00:00:00Z,1748,medium,36.96002,-3.30361,47,9.0,PISYL_PORTUGOS_M,PORTUGOS_M,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3036097383653944,36.96001712866525]}"
2014_01_01_0000000000000000000a,11694,3.63,7420,18,Pinus_sylvestris,2018-11-28T00:00:00Z,2000,high,36.96598,-3.31321,35,9.0,PISYL_PORTUGOS_H,PORTUGOS_H,sylvestris,"{""type"":""Point"",""coordinates"":[-3.313214642034517,36.9659789467737]}"
2015_01_01_00000000000000000001,11618,1.84,6707,3,Pinus_nigra,2018-05-10T00:00:00Z,1646,medium,37.14336,-3.14902,39,9.0,PINIG_LANTEIRA_M,LANTEIRA_M,nigra,"{""type"":""Point"",""coordinates"":[-3.14901716394348,37.14335752757873]}"
2015_01_01_00000000000000000002,11322,1.29,6711,5,Pinus_nigra,2021-10-27T00:00:00Z,1585,low,37.14837,-3.14652,40,13.3,PINIG_LANTEIRA_L2,LANTEIRA_L2,nigra,"{""type"":""Point"",""coordinates"":[-3.14652006735355,37.1483695571628]}"
2015_01_01_00000000000000000003,12416,1.95,6834,3,Pinus_nigra,2020-10-06T00:00:00Z,1810,high,37.132,-3.147,41,8.9,PINIG_LANTEIRA_H,LANTEIRA_H,nigra,"{""type"":""Point"",""coordinates"":[-3.1470016502673217,37.1320001971956]}"
2015_01_01_00000000000000000004,9029,1.08,5990,7,Pinus_pinaster,2021-10-27T00:00:00Z,1433,low2,37.15454,-3.13756,37,12.1,PIPIN_LANTEIRA_L2,LANTERIA_L2,pinaster,"{""type"":""Point"",""coordinates"":[-3.137561733337176,37.15454095302077]}"
2015_01_01_00000000000000000005,10905,1.48,6194,7,Pinus_pinaster,2021-10-26T00:00:00Z,1353,low,37.18253,-3.17767,41,11.6,PIPIN_JEREZ_L,JEREZ_L,pinaster,"{""type"":""Point"",""coordinates"":[-3.177671347312922,37.18253073033325]}"
2015_01_01_00000000000000000006,14320,1.73,6953,5,Pinus_pinaster,2018-05-09T00:00:00Z,1605,medium,37.16089,-3.19681,33,11.0,PIPIN_JEREZ_M,JEREZ_M,pinaster,"{""type"":""Point"",""coordinates"":[-3.196805349933258,37.160890712920875]}"
2015_01_01_00000000000000000007,13539,1.94,6943,7,Pinus_pinaster,2020-10-06T00:00:00Z,1770,high,37.135,-3.198,40,9.0,PIPIN_JEREZ_H,JEREZ_H,pinaster,"{""type"":""Point"",""coordinates"":[-3.1980003890155833,37.13500117220457]}"
2015_01_01_00000000000000000000,9710,1.59,5892,6,Pinus_halepensis,2018-12-28T00:00:00Z,1212,medium,37.08871,-2.68649,41,10.0,PIHAL_NACIMIENTO_M,NAC_HALEPENSIS,halepensis,"{""type"":""Point"",""coordinates"":[-2.686487988972699,37.088711244168756]}"
2015_01_01_0000000000000000000b,3403,1.33,2071,20,Pinus_halepensis,2022-06-13T00:00:00Z,974,low,37.1101,-2.69854,41,8.7,PIHAL_NACIMIENTO_L,NAC_HALEPENSIS_2,halepensis,"{""type"":""Point"",""coordinates"":[-2.6985409391201634,37.11010155192212]}"
2015_01_01_0000000000000000000c,6757,1.36,4493,15,Pinus_halepensis,2022-06-15T00:00:00Z,1359,high,37.16982,-3.05232,40,11.3,PIHAL_RAGUA_H,RAG PIHA 3,halepensis,"{""type"":""Point"",""coordinates"":[-3.052321557599505,37.16981783322988]}"
2015_01_01_00000000000000000008,14178,3.11,8877,9,Pinus_sylvestris,2018-11-28T00:00:00Z,1633,low,36.95607,-3.30093,37,13.0,PISYL_PORTUGOS_L,PORTUGOS_L,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3009298186322735,36.9560663651319]}"
2015_01_01_00000000000000000009,13513,3.36,8419,9,Pinus_sylvestris,2018-12-11T00:00:00Z,1748,medium,36.96002,-3.30361,47,9.0,PISYL_PORTUGOS_M,PORTUGOS_M,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3036097383653944,36.96001712866525]}"
2015_01_01_0000000000000000000a,11037,3.63,6929,16,Pinus_sylvestris,2018-11-28T00:00:00Z,2000,high,36.96598,-3.31321,35,9.0,PISYL_PORTUGOS_H,PORTUGOS_H,sylvestris,"{""type"":""Point"",""coordinates"":[-3.313214642034517,36.9659789467737]}"
2016_01_01_00000000000000000001,11362,1.84,6817,9,Pinus_nigra,2018-05-10T00:00:00Z,1646,medium,37.14336,-3.14902,39,9.0,PINIG_LANTEIRA_M,LANTEIRA_M,nigra,"{""type"":""Point"",""coordinates"":[-3.14901716394348,37.14335752757873]}"
2016_01_01_00000000000000000002,10555,1.29,6496,11,Pinus_nigra,2021-10-27T00:00:00Z,1585,low,37.14837,-3.14652,40,13.3,PINIG_LANTEIRA_L2,LANTEIRA_L2,nigra,"{""type"":""Point"",""coordinates"":[-3.14652006735355,37.1483695571628]}"
2016_01_01_00000000000000000003,11601,1.95,6635,9,Pinus_nigra,2020-10-06T00:00:00Z,1810,high,37.132,-3.147,41,8.9,PINIG_LANTEIRA_H,LANTEIRA_H,nigra,"{""type"":""Point"",""coordinates"":[-3.1470016502673217,37.1320001971956]}"
2016_01_01_00000000000000000004,7435,1.08,4997,16,Pinus_pinaster,2021-10-27T00:00:00Z,1433,low2,37.15454,-3.13756,37,12.1,PIPIN_LANTEIRA_L2,LANTERIA_L2,pinaster,"{""type"":""Point"",""coordinates"":[-3.137561733337176,37.15454095302077]}"
2016_01_01_00000000000000000005,10422,1.48,6142,5,Pinus_pinaster,2021-10-26T00:00:00Z,1353,low,37.18253,-3.17767,41,11.6,PIPIN_JEREZ_L,JEREZ_L,pinaster,"{""type"":""Point"",""coordinates"":[-3.177671347312922,37.18253073033325]}"
2016_01_01_00000000000000000006,14388,1.73,7544,11,Pinus_pinaster,2018-05-09T00:00:00Z,1605,medium,37.16089,-3.19681,33,11.0,PIPIN_JEREZ_M,JEREZ_M,pinaster,"{""type"":""Point"",""coordinates"":[-3.196805349933258,37.160890712920875]}"
2016_01_01_00000000000000000007,13376,1.94,7542,9,Pinus_pinaster,2020-10-06T00:00:00Z,1770,high,37.135,-3.198,40,9.0,PIPIN_JEREZ_H,JEREZ_H,pinaster,"{""type"":""Point"",""coordinates"":[-3.1980003890155833,37.13500117220457]}"
2016_01_01_00000000000000000000,9793,1.59,5999,9,Pinus_halepensis,2018-12-28T00:00:00Z,1212,medium,37.08871,-2.68649,41,10.0,PIHAL_NACIMIENTO_M,NAC_HALEPENSIS,halepensis,"{""type"":""Point"",""coordinates"":[-2.686487988972699,37.088711244168756]}"
2016_01_01_0000000000000000000b,2676,1.33,1635,22,Pinus_halepensis,2022-06-13T00:00:00Z,974,low,37.1101,-2.69854,41,8.7,PIHAL_NACIMIENTO_L,NAC_HALEPENSIS_2,halepensis,"{""type"":""Point"",""coordinates"":[-2.6985409391201634,37.11010155192212]}"
2016_01_01_0000000000000000000c,6289,1.36,4230,11,Pinus_halepensis,2022-06-15T00:00:00Z,1359,high,37.16982,-3.05232,40,11.3,PIHAL_RAGUA_H,RAG PIHA 3,halepensis,"{""type"":""Point"",""coordinates"":[-3.052321557599505,37.16981783322988]}"
2016_01_01_00000000000000000008,14562,3.11,9229,20,Pinus_sylvestris,2018-11-28T00:00:00Z,1633,low,36.95607,-3.30093,37,13.0,PISYL_PORTUGOS_L,PORTUGOS_L,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3009298186322735,36.9560663651319]}"
2016_01_01_00000000000000000009,13540,3.36,8470,13,Pinus_sylvestris,2018-12-11T00:00:00Z,1748,medium,36.96002,-3.30361,47,9.0,PISYL_PORTUGOS_M,PORTUGOS_M,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3036097383653944,36.96001712866525]}"
2016_01_01_0000000000000000000a,10430,3.63,6625,20,Pinus_sylvestris,2018-11-28T00:00:00Z,2000,high,36.96598,-3.31321,35,9.0,PISYL_PORTUGOS_H,PORTUGOS_H,sylvestris,"{""type"":""Point"",""coordinates"":[-3.313214642034517,36.9659789467737]}"
2017_01_01_00000000000000000001,11007,1.84,6289,3,Pinus_nigra,2018-05-10T00:00:00Z,1646,medium,37.14336,-3.14902,39,9.0,PINIG_LANTEIRA_M,LANTEIRA_M,nigra,"{""type"":""Point"",""coordinates"":[-3.14901716394348,37.14335752757873]}"
2017_01_01_00000000000000000002,10299,1.29,6108,5,Pinus_nigra,2021-10-27T00:00:00Z,1585,low,37.14837,-3.14652,40,13.3,PINIG_LANTEIRA_L2,LANTEIRA_L2,nigra,"{""type"":""Point"",""coordinates"":[-3.14652006735355,37.1483695571628]}"
2017_01_01_00000000000000000003,11749,1.95,6554,14,Pinus_nigra,2020-10-06T00:00:00Z,1810,high,37.132,-3.147,41,8.9,PINIG_LANTEIRA_H,LANTEIRA_H,nigra,"{""type"":""Point"",""coordinates"":[-3.1470016502673217,37.1320001971956]}"
2017_01_01_00000000000000000004,7612,1.08,4989,3,Pinus_pinaster,2021-10-27T00:00:00Z,1433,low2,37.15454,-3.13756,37,12.1,PIPIN_LANTEIRA_L2,LANTERIA_L2,pinaster,"{""type"":""Point"",""coordinates"":[-3.137561733337176,37.15454095302077]}"
2017_01_01_00000000000000000005,9819,1.48,5702,7,Pinus_pinaster,2021-10-26T00:00:00Z,1353,low,37.18253,-3.17767,41,11.6,PIPIN_JEREZ_L,JEREZ_L,pinaster,"{""type"":""Point"",""coordinates"":[-3.177671347312922,37.18253073033325]}"
2017_01_01_00000000000000000006,13401,1.73,6855,5,Pinus_pinaster,2018-05-09T00:00:00Z,1605,medium,37.16089,-3.19681,33,11.0,PIPIN_JEREZ_M,JEREZ_M,pinaster,"{""type"":""Point"",""coordinates"":[-3.196805349933258,37.160890712920875]}"
2017_01_01_00000000000000000007,12985,1.94,6854,7,Pinus_pinaster,2020-10-06T00:00:00Z,1770,high,37.135,-3.198,40,9.0,PIPIN_JEREZ_H,JEREZ_H,pinaster,"{""type"":""Point"",""coordinates"":[-3.1980003890155833,37.13500117220457]}"
2017_01_01_00000000000000000000,10513,1.59,6452,3,Pinus_halepensis,2018-12-28T00:00:00Z,1212,medium,37.08871,-2.68649,41,10.0,PIHAL_NACIMIENTO_M,NAC_HALEPENSIS,halepensis,"{""type"":""Point"",""coordinates"":[-2.686487988972699,37.088711244168756]}"
2017_01_01_0000000000000000000b,4355,1.33,2664,14,Pinus_halepensis,2022-06-13T00:00:00Z,974,low,37.1101,-2.69854,41,8.7,PIHAL_NACIMIENTO_L,NAC_HALEPENSIS_2,halepensis,"{""type"":""Point"",""coordinates"":[-2.6985409391201634,37.11010155192212]}"
2017_01_01_0000000000000000000c,6896,1.36,4472,7,Pinus_halepensis,2022-06-15T00:00:00Z,1359,high,37.16982,-3.05232,40,11.3,PIHAL_RAGUA_H,RAG PIHA 3,halepensis,"{""type"":""Point"",""coordinates"":[-3.052321557599505,37.16981783322988]}"
2017_01_01_00000000000000000008,14462,3.11,9039,11,Pinus_sylvestris,2018-11-28T00:00:00Z,1633,low,36.95607,-3.30093,37,13.0,PISYL_PORTUGOS_L,PORTUGOS_L,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3009298186322735,36.9560663651319]}"
2017_01_01_00000000000000000009,13512,3.36,8352,11,Pinus_sylvestris,2018-12-11T00:00:00Z,1748,medium,36.96002,-3.30361,47,9.0,PISYL_PORTUGOS_M,PORTUGOS_M,sylvestris,"{""type"":""Point"",""coordinates"":[-3.3036097383653944,36.96001712866525]}"
2017_01_01_0000000000000000000a,11556,3.63,7173,18,Pinus_sylvestris,2018-11-28T00:00:00Z,2000,high,36.96598,-3.31321,35,9.0,PISYL_PORTUGOS_H,PORTUGOS_H,sylvestris,"{""type"":""Point"",""coordinates"":[-3.313214642034517,36.9659789467737]}"
2018_01_01_00000000000000000001,12502,1.84,7390,14,Pinus_nigra,2018-05-10T00:00:00Z,1646,medium,37.14336,-3.14902,39,9.0,PINIG_LANTEIRA_M,LANTEIRA_M,nigra,"{""type"":""Point"",""coordinates"":[-3.14901716394348,37.14335752757873]}"
2018_01_01_00000000000000000002,11901,1.29,7153,14,Pinus_nigra,2021-10-27T00:00:00Z,1585,low,37.14837,-3.14652,40,13.3,PINIG_LANTEIRA_L2,LANTEIRA_L2,nigra,"{""type"":""Point"",""coordinates"":[-3.14652006735355,37.1483695571628]}"
2018_01_01_00000000000000000003,13211,1.95,7375,22,Pinus_nigra,2020-10-06T00:00:00Z,1810,high,37.132,-3.147,41,8.9,PINIG_LANTEIRA_H,LANTEIRA_H,nigra,"{""type"":""Point"",""coordinates"":[-3.1470016502673217,37.1320001971956]}"
