year,tree,sp_elev,rw
1965,12,sylvestris_med,2.39
1965,23,sylvestris_med,0.805
1965,37,sylvestris_med,1.755
1965,42,sylvestris_med,1.67
1966,5,sylvestris_med,0.6699999999999999
1966,12,sylvestris_med,1.5750000000000002
1966,13,sylvestris_med,1.175
1966,15,sylvestris_med,0.96
1966,19,sylvestris_med,1.285
1966,20,sylvestris_med,1.73
1966,23,sylvestris_med,1.095
1966,32,sylvestris_med,0.675
1966,36,sylvestris_med,0.685
1966,37,sylvestris_med,2.06
1966,42,sylvestris_med,1.475
1967,2,sylvestris_med,0.71
1967,5,sylvestris_med,1.65
1967,7,sylvestris_med,2.16
1967,11,sylvestris_med,0.53
1967,12,sylvestris_med,1.275
1967,13,sylvestris_med,2.4
1967,15,sylvestris_med,1.3666666666666667
1967,17,sylvestris_med,0.935
1967,19,sylvestris_med,1.2650000000000001
1967,20,sylvestris_med,2.375
1967,23,sylvestris_med,1.8900000000000001
1967,26,sylvestris_med,1.025
1967,28,sylvestris_med,0.875
1967,29,sylvestris_med,0.75
1967,31,sylvestris_med,0.6699999999999999
1967,32,sylvestris_med,1.68
1967,36,sylvestris_med,1.3900000000000001
1967,37,sylvestris_med,2.445
1967,39,sylvestris_med,1.795
1967,42,sylvestris_med,3.94
1968,2,sylvestris_med,1.3066666666666666
1968,5,sylvestris_med,2.52
1968,7,sylvestris_med,1.9649999999999999
1968,9,sylvestris_med,1.2349999999999999
1968,11,sylvestris_med,1.28
1968,12,sylvestris_med,1.6749999999999998
1968,13,sylvestris_med,1.7850000000000001
1968,15,sylvestris_med,1.8666666666666667
1968,17,sylvestris_med,0.74
1968,19,sylvestris_med,1.78
1968,20,sylvestris_med,1.145
1968,23,sylvestris_med,2.665
1968,26,sylvestris_med,0.9750000000000001
1968,28,sylvestris_med,0.845
1968,29,sylvestris_med,1.41
1968,31,sylvestris_med,0.825
1968,32,sylvestris_med,2.55
1968,36,sylvestris_med,1.935
1968,37,sylvestris_med,1.9699999999999998
1968,39,sylvestris_med,3.005
1968,42,sylvestris_med,6.05
1969,1,sylvestris_med,1.42
1969,2,sylvestris_med,1.97
1969,3,sylvestris_med,0.875
1969,5,sylvestris_med,3.88
1969,7,sylvestris_med,2.895
1969,9,sylvestris_med,1.335
1969,10,sylvestris_med,1.5150000000000001
1969,11,sylvestris_med,1.9649999999999999
1969,12,sylvestris_med,2.2
1969,13,sylvestris_med,4.335
1969,15,sylvestris_med,1.83
1969,17,sylvestris_med,1.43
1969,19,sylvestris_med,2.5549999999999997
1969,20,sylvestris_med,1.975
1969,23,sylvestris_med,2.795
1969,26,sylvestris_med,2.2
1969,27,sylvestris_med,1.48
1969,28,sylvestris_med,2.105
1969,29,sylvestris_med,1.865
1969,31,sylvestris_med,1.6400000000000001
1969,32,sylvestris_med,2.775
1969,36,sylvestris_med,2.38
1969,37,sylvestris_med,3.395
1969,39,sylvestris_med,2.17
1969,42,sylvestris_med,4.95
1969,43,sylvestris_med,1.42
1970,1,sylvestris_med,3.15
1970,2,sylvestris_med,2.243333333333333
1970,3,sylvestris_med,1.28
1970,5,sylvestris_med,2.5
1970,7,sylvestris_med,3.93
1970,9,sylvestris_med,2.37
1970,10,sylvestris_med,1.52
1970,11,sylvestris_med,3.31
1970,12,sylvestris_med,3.6100000000000003
1970,13,sylvestris_med,2.59
1970,15,sylvestris_med,2.586666666666667
1970,17,sylvestris_med,1.3900000000000001
1970,19,sylvestris_med,3.415
1970,20,sylvestris_med,0.81
1970,23,sylvestris_med,3.945
1970,26,sylvestris_med,3.325
1970,27,sylvestris_med,1.335
1970,28,sylvestris_med,3.5949999999999998
1970,29,sylvestris_med,2.6950000000000003
1970,31,sylvestris_med,2.33
1970,32,sylvestris_med,3.675
1970,36,sylvestris_med,1.56
1970,37,sylvestris_med,4.265
1970,38,sylvestris_med,3.33
1970,39,sylvestris_med,3.035
1970,42,sylvestris_med,4.975
1970,43,sylvestris_med,3.15
1971,1,sylvestris_med,0.74
1971,2,sylvestris_med,3.5633333333333335
1971,3,sylvestris_med,2.545
1971,5,sylvestris_med,3.83
1971,7,sylvestris_med,3.6999999999999997
1971,9,sylvestris_med,1.69
1971,10,sylvestris_med,1.9049999999999998
1971,11,sylvestris_med,2.34
1971,12,sylvestris_med,4.67
1971,13,sylvestris_med,4.92
1971,15,sylvestris_med,1.3866666666666667
1971,17,sylvestris_med,2.065
1971,19,sylvestris_med,4.245
1971,20,sylvestris_med,2.04
1971,23,sylvestris_med,4.25
1971,26,sylvestris_med,3.5100000000000002
1971,27,sylvestris_med,1.9
1971,28,sylvestris_med,6.82
1971,29,sylvestris_med,3.87
1971,31,sylvestris_med,2.67
1971,32,sylvestris_med,4.46
1971,33,sylvestris_med,0.53
1971,36,sylvestris_med,1.9300000000000002
1971,37,sylvestris_med,5.005
1971,38,sylvestris_med,1.62
1971,39,sylvestris_med,3.1950000000000003
1971,41,sylvestris_med,2.07
1971,42,sylvestris_med,6.5
1971,43,sylvestris_med,1.4
1972,1,sylvestris_med,4.87
1972,2,sylvestris_med,1.6733333333333333
1972,3,sylvestris_med,2.275
1972,5,sylvestris_med,4.08
1972,7,sylvestris_med,4.96
1972,9,sylvestris_med,2.1550000000000002
1972,10,sylvestris_med,6.12
1972,11,sylvestris_med,4.41
1972,12,sylvestris_med,5.035
1972,13,sylvestris_med,4.755
1972,14,sylvestris_med,6.645
1972,15,sylvestris_med,2.9
1972,17,sylvestris_med,3.215
1972,19,sylvestris_med,3.91
1972,20,sylvestris_med,2.92
1972,23,sylvestris_med,3.7199999999999998
1972,26,sylvestris_med,4.484999999999999
1972,27,sylvestris_med,2.98
1972,28,sylvestris_med,5.19
1972,29,sylvestris_med,3.4299999999999997
1972,31,sylvestris_med,2.815
1972,32,sylvestris_med,4.265000000000001
1972,33,sylvestris_med,0.8200000000000001
1972,36,sylvestris_med,2.535
1972,37,sylvestris_med,4.220000000000001
1972,38,sylvestris_med,3.35
1972,39,sylvestris_med,2.515
1972,41,sylvestris_med,2.08
1972,42,sylvestris_med,5.325
1972,43,sylvestris_med,4.85
1973,1,sylvestris_med,6.805
1973,2,sylvestris_med,1.6033333333333333
1973,3,sylvestris_med,2.21
1973,5,sylvestris_med,3.295
1973,7,sylvestris_med,5.0600000000000005
1973,8,sylvestris_med,5.03
1973,9,sylvestris_med,3.605
1973,10,sylvestris_med,3.3049999999999997
1973,11,sylvestris_med,4.59
1973,12,sylvestris_med,4.539999999999999
1973,13,sylvestris_med,3.42
1973,14,sylvestris_med,5.995
1973,15,sylvestris_med,4.516666666666667
1973,16,sylvestris_med,3.38
1973,17,sylvestris_med,2.31
1973,19,sylvestris_med,3.925
1973,20,sylvestris_med,2.3899999999999997
1973,21,sylvestris_med,4.545
1973,23,sylvestris_med,4.305
1973,24,sylvestris_med,2.46
1973,26,sylvestris_med,5.26
1973,27,sylvestris_med,2.67
1973,28,sylvestris_med,5.645
1973,29,sylvestris_med,3.5149999999999997
1973,31,sylvestris_med,2.91
1973,32,sylvestris_med,5.24
1973,33,sylvestris_med,1.225
1973,35,sylvestris_med,7.11
1973,36,sylvestris_med,2.1
1973,37,sylvestris_med,4.79
1973,38,sylvestris_med,3.83
1973,39,sylvestris_med,2.675
1973,40,sylvestris_med,4.37
1973,41,sylvestris_med,0.815
1973,42,sylvestris_med,6.275
1973,43,sylvestris_med,5.12
1974,1,sylvestris_med,6.9399999999999995
1974,2,sylvestris_med,2.683333333333333
1974,3,sylvestris_med,2.2199999999999998
1974,5,sylvestris_med,2.55
1974,6,sylvestris_med,2.85
1974,7,sylvestris_med,4.075
1974,8,sylvestris_med,5.279999999999999
1974,9,sylvestris_med,2.605
1974,10,sylvestris_med,3.3600000000000003
1974,11,sylvestris_med,4.109999999999999
1974,12,sylvestris_med,4.515000000000001
1974,13,sylvestris_med,3.54
1974,14,sylvestris_med,5.955
1974,15,sylvestris_med,2.66
1974,16,sylvestris_med,3.1950000000000003
1974,17,sylvestris_med,2.2199999999999998
1974,19,sylvestris_med,3.3449999999999998
1974,20,sylvestris_med,1.565
1974,21,sylvestris_med,4.475
1974,22,sylvestris_med,6.17
1974,23,sylvestris_med,2.835
1974,24,sylvestris_med,2.74
1974,25,sylvestris_med,1.37
1974,26,sylvestris_med,4.79
1974,27,sylvestris_med,3.33
1974,28,sylvestris_med,4.285
1974,29,sylvestris_med,2.885
1974,31,sylvestris_med,2.685
1974,32,sylvestris_med,5.39
1974,33,sylvestris_med,1.6949999999999998
1974,34,sylvestris_med,3.34
1974,35,sylvestris_med,5.5600000000000005
1974,36,sylvestris_med,1.5
1974,37,sylvestris_med,3.655
1974,38,sylvestris_med,3.98
1974,39,sylvestris_med,2.495
1974,40,sylvestris_med,3.51
1974,41,sylvestris_med,4.035
1974,42,sylvestris_med,6.484999999999999
1974,43,sylvestris_med,5.25
1975,1,sylvestris_med,5.49
1975,2,sylvestris_med,2.526666666666667
1975,3,sylvestris_med,1.545
1975,5,sylvestris_med,2.585
1975,6,sylvestris_med,2.19
1975,7,sylvestris_med,4.025
1975,8,sylvestris_med,4.995
1975,9,sylvestris_med,1.67
1975,10,sylvestris_med,2.495
1975,11,sylvestris_med,3.9749999999999996
1975,12,sylvestris_med,3.8
1975,13,sylvestris_med,2.685
1975,14,sylvestris_med,5.44
1975,15,sylvestris_med,2.5366666666666666
1975,16,sylvestris_med,2.9450000000000003
1975,17,sylvestris_med,3.035
1975,19,sylvestris_med,2.7350000000000003
1975,20,sylvestris_med,1.805
1975,21,sylvestris_med,4.195
1975,22,sylvestris_med,5.86
1975,23,sylvestris_med,2.66
1975,24,sylvestris_med,3.9349999999999996
1975,25,sylvestris_med,1.135
1975,26,sylvestris_med,3.35
1975,27,sylvestris_med,2.6550000000000002
1975,28,sylvestris_med,3.74
1975,29,sylvestris_med,3.13
1975,31,sylvestris_med,2.8
1975,32,sylvestris_med,3.69
1975,33,sylvestris_med,1.75
1975,34,sylvestris_med,3.42
1975,35,sylvestris_med,4.75
1975,36,sylvestris_med,1.625
1975,37,sylvestris_med,3.265
1975,38,sylvestris_med,3.02
1975,39,sylvestris_med,2.025
1975,40,sylvestris_med,2.29
1975,41,sylvestris_med,4.21
1975,42,sylvestris_med,4.43
1975,43,sylvestris_med,4.52
1976,1,sylvestris_med,5.285
1976,2,sylvestris_med,3.68
1976,3,sylvestris_med,2.22
1976,5,sylvestris_med,3.275
1976,6,sylvestris_med,4.07
1976,7,sylvestris_med,7.475
1976,8,sylvestris_med,5.210000000000001
1976,9,sylvestris_med,2.25
1976,10,sylvestris_med,3.44
1976,11,sylvestris_med,4.005
1976,12,sylvestris_med,2.605
1976,13,sylvestris_med,3.88
1976,14,sylvestris_med,3.885
1976,15,sylvestris_med,2.5733333333333333
1976,16,sylvestris_med,3.575
1976,17,sylvestris_med,3.415
1976,19,sylvestris_med,4.195
1976,20,sylvestris_med,3.38
1976,21,sylvestris_med,2.81
1976,22,sylvestris_med,5.07
1976,23,sylvestris_med,4.975
1976,24,sylvestris_med,4.33
1976,25,sylvestris_med,1.525
1976,26,sylvestris_med,5.355
1976,27,sylvestris_med,3.135
1976,28,sylvestris_med,5.745
1976,29,sylvestris_med,2.9400000000000004
1976,30,sylvestris_med,4.115
1976,31,sylvestris_med,4.365
1976,32,sylvestris_med,4.175
1976,33,sylvestris_med,2.21
1976,34,sylvestris_med,6.04
1976,35,sylvestris_med,6.369999999999999
1976,36,sylvestris_med,2.66
1976,37,sylvestris_med,4.245
1976,38,sylvestris_med,3.52
1976,39,sylvestris_med,2.07
1976,40,sylvestris_med,3.81
1976,41,sylvestris_med,3.88
1976,42,sylvestris_med,3.675
1976,43,sylvestris_med,4.225
1977,1,sylvestris_med,6.904999999999999
1977,2,sylvestris_med,2.6633333333333336
1977,3,sylvestris_med,3.495
1977,5,sylvestris_med,3.71
1977,6,sylvestris_med,5.425
1977,7,sylvestris_med,7.18
1977,8,sylvestris_med,6.215
1977,9,sylvestris_med,3.695
1977,10,sylvestris_med,5.140000000000001
1977,11,sylvestris_med,6.2
1977,12,sylvestris_med,3.51
1977,13,sylvestris_med,5.01
1977,14,sylvestris_med,5.555
1977,15,sylvestris_med,3.6966666666666668
1977,16,sylvestris_med,5.115
1977,17,sylvestris_med,4.220000000000001
1977,19,sylvestris_med,4.52
1977,20,sylvestris_med,4.08
1977,21,sylvestris_med,3.27
1977,22,sylvestris_med,5.62
1977,23,sylvestris_med,6.17
1977,24,sylvestris_med,6.09
1977,25,sylvestris_med,2.08
1977,26,sylvestris_med,4.645
1977,27,sylvestris_med,3.285
1977,28,sylvestris_med,6.26
1977,29,sylvestris_med,3.83
1977,30,sylvestris_med,5.745
1977,31,sylvestris_med,5.5600000000000005
1977,32,sylvestris_med,4.88
1977,33,sylvestris_med,3.0599999999999996
1977,34,sylvestris_med,6.53
1977,35,sylvestris_med,7.275
1977,36,sylvestris_med,3.4699999999999998
1977,37,sylvestris_med,4.51
1977,38,sylvestris_med,5.19
1977,39,sylvestris_med,3.075
1977,40,sylvestris_med,2.84
1977,41,sylvestris_med,5.415
1977,42,sylvestris_med,4.744999999999999
1977,43,sylvestris_med,5.39
1978,1,sylvestris_med,6.34
1978,2,sylvestris_med,3.15
1978,3,sylvestris_med,2.87
1978,4,sylvestris_med,4.92
1978,5,sylvestris_med,3.2199999999999998
1978,6,sylvestris_med,5.025
1978,7,sylvestris_med,7.15
1978,8,sylvestris_med,5.88
1978,9,sylvestris_med,3.2
1978,10,sylvestris_med,3.625
1978,11,sylvestris_med,4.355
1978,12,sylvestris_med,4.575
1978,13,sylvestris_med,5.54
1978,14,sylvestris_med,6.295
1978,15,sylvestris_med,3.49
1978,16,sylvestris_med,4.405
1978,17,sylvestris_med,4.29
1978,18,sylvestris_med,5.39
1978,19,sylvestris_med,4.295
1978,20,sylvestris_med,3.9699999999999998
1978,21,sylvestris_med,3.68
1978,22,sylvestris_med,7.1850000000000005
1978,23,sylvestris_med,4.2299999999999995
1978,24,sylvestris_med,5.73
1978,25,sylvestris_med,2.71
1978,26,sylvestris_med,4.095
1978,27,sylvestris_med,3.0949999999999998
1978,28,sylvestris_med,6.03
1978,29,sylvestris_med,4.26
1978,30,sylvestris_med,5.18
1978,31,sylvestris_med,4.795
1978,32,sylvestris_med,5.26
1978,33,sylvestris_med,3.42
1978,34,sylvestris_med,4.5
1978,35,sylvestris_med,6.609999999999999
1978,36,sylvestris_med,3.2199999999999998
1978,37,sylvestris_med,5.25
1978,38,sylvestris_med,5.76
1978,39,sylvestris_med,3.08
1978,40,sylvestris_med,4.0600000000000005
1978,41,sylvestris_med,3.875
1978,42,sylvestris_med,5.71
1978,43,sylvestris_med,4.73
1979,1,sylvestris_med,6.029999999999999
1979,2,sylvestris_med,2.54
1979,3,sylvestris_med,2.42
1979,4,sylvestris_med,6.61
1979,5,sylvestris_med,3.12
1979,6,sylvestris_med,4.51
1979,7,sylvestris_med,5.6
1979,8,sylvestris_med,6.775
1979,9,sylvestris_med,2.545
1979,10,sylvestris_med,3.0949999999999998
1979,11,sylvestris_med,3.46
1979,12,sylvestris_med,4.1850000000000005
1979,13,sylvestris_med,4.525
1979,14,sylvestris_med,4.7
1979,15,sylvestris_med,3.3133333333333335
1979,16,sylvestris_med,4.2
1979,17,sylvestris_med,4.03
1979,18,sylvestris_med,6.605
1979,19,sylvestris_med,4.21
1979,20,sylvestris_med,2.3449999999999998
1979,21,sylvestris_med,3.59
1979,22,sylvestris_med,5.76
1979,23,sylvestris_med,4.405
1979,24,sylvestris_med,4.575
1979,25,sylvestris_med,2.58
1979,26,sylvestris_med,3.79
1979,27,sylvestris_med,2.7649999999999997
1979,28,sylvestris_med,4.485
1979,29,sylvestris_med,2.9
1979,30,sylvestris_med,4.465
1979,31,sylvestris_med,3.155
1979,32,sylvestris_med,4.445
1979,33,sylvestris_med,3.705
1979,34,sylvestris_med,5.845000000000001
1979,35,sylvestris_med,5.105
1979,36,sylvestris_med,2.965
1979,37,sylvestris_med,5.425000000000001
1979,38,sylvestris_med,5.9350000000000005
1979,39,sylvestris_med,3.06
1979,40,sylvestris_med,3.035
1979,41,sylvestris_med,4.88
1979,42,sylvestris_med,5.985
1979,43,sylvestris_med,4.92
1980,1,sylvestris_med,4.535
1980,2,sylvestris_med,2.2666666666666666
1980,3,sylvestris_med,2.515
1980,4,sylvestris_med,3.83
1980,5,sylvestris_med,2.2350000000000003
1980,6,sylvestris_med,3.0549999999999997
1980,7,sylvestris_med,5.039999999999999
1980,8,sylvestris_med,5.16
1980,9,sylvestris_med,2.435
1980,10,sylvestris_med,2.775
1980,11,sylvestris_med,2.625
1980,12,sylvestris_med,3.495
1980,13,sylvestris_med,3.04
1980,14,sylvestris_med,3.9350000000000005
1980,15,sylvestris_med,2.7866666666666666
1980,16,sylvestris_med,3.185
1980,17,sylvestris_med,4.085
1980,18,sylvestris_med,4.75
1980,19,sylvestris_med,3.5949999999999998
1980,20,sylvestris_med,2.1100000000000003
1980,21,sylvestris_med,2.4699999999999998
1980,22,sylvestris_med,4.505
1980,23,sylvestris_med,3.6100000000000003
1980,24,sylvestris_med,4.33
1980,25,sylvestris_med,1.73
1980,26,sylvestris_med,3.6900000000000004
1980,27,sylvestris_med,3.5549999999999997
1980,28,sylvestris_med,4.71
1980,29,sylvestris_med,2.705
1980,30,sylvestris_med,3.9450000000000003
1980,31,sylvestris_med,3.1
1980,32,sylvestris_med,3.9650000000000003
1980,33,sylvestris_med,2.8
1980,34,sylvestris_med,4.355
1980,35,sylvestris_med,4.195
1980,36,sylvestris_med,2.635
1980,37,sylvestris_med,4.71
1980,38,sylvestris_med,5.050000000000001
1980,39,sylvestris_med,2.435
1980,40,sylvestris_med,3.4299999999999997
1980,41,sylvestris_med,3.66
1980,42,sylvestris_med,4.105
1980,43,sylvestris_med,3.96
1981,1,sylvestris_med,4.925000000000001
1981,2,sylvestris_med,1.8366666666666667
1981,3,sylvestris_med,2.56
1981,4,sylvestris_med,3.48
1981,5,sylvestris_med,1.935
1981,6,sylvestris_med,3.7750000000000004
1981,7,sylvestris_med,2.88
1981,8,sylvestris_med,4.76
1981,9,sylvestris_med,2.465
1981,10,sylvestris_med,2.545
1981,11,sylvestris_med,2.04
1981,12,sylvestris_med,2.5949999999999998
1981,13,sylvestris_med,1.345
1981,14,sylvestris_med,3.75
1981,15,sylvestris_med,2.3266666666666667
1981,16,sylvestris_med,2.875
1981,17,sylvestris_med,3.96
1981,18,sylvestris_med,4.0600000000000005
1981,19,sylvestris_med,2.4050000000000002
1981,20,sylvestris_med,1.625
1981,21,sylvestris_med,2.065
1981,22,sylvestris_med,4.075
1981,23,sylvestris_med,2.12
1981,24,sylvestris_med,4.055
1981,25,sylvestris_med,1.855
1981,26,sylvestris_med,2.62
1981,27,sylvestris_med,2.66
1981,28,sylvestris_med,3.96
1981,29,sylvestris_med,1.8
1981,30,sylvestris_med,2.51
1981,31,sylvestris_med,2.38
1981,32,sylvestris_med,3.705
1981,33,sylvestris_med,3.0549999999999997
1981,34,sylvestris_med,3.23
1981,35,sylvestris_med,2.92
1981,36,sylvestris_med,2.065
1981,37,sylvestris_med,3.21
1981,38,sylvestris_med,4.02
1981,39,sylvestris_med,1.835
1981,40,sylvestris_med,2.055
1981,41,sylvestris_med,3.54
1981,42,sylvestris_med,4.475
1981,43,sylvestris_med,4.245
1982,1,sylvestris_med,3.0700000000000003
1982,2,sylvestris_med,1.9566666666666668
1982,3,sylvestris_med,1.84
1982,4,sylvestris_med,2.585
1982,5,sylvestris_med,1.855
1982,6,sylvestris_med,2.5549999999999997
1982,7,sylvestris_med,4.2
1982,8,sylvestris_med,3.145
1982,9,sylvestris_med,1.645
1982,10,sylvestris_med,1.055
1982,11,sylvestris_med,1.6300000000000001
1982,12,sylvestris_med,1.565
1982,13,sylvestris_med,1.725
1982,14,sylvestris_med,2.255
1982,15,sylvestris_med,1.7233333333333334
1982,16,sylvestris_med,2.005
1982,17,sylvestris_med,2.745
1982,18,sylvestris_med,2.38
1982,19,sylvestris_med,2.5149999999999997
1982,20,sylvestris_med,1.835
1982,21,sylvestris_med,1.3599999999999999
1982,22,sylvestris_med,2.41
1982,23,sylvestris_med,2.58
1982,24,sylvestris_med,2.435
1982,25,sylvestris_med,1.375
1982,26,sylvestris_med,3.505
1982,27,sylvestris_med,2.98
1982,28,sylvestris_med,3.785
1982,29,sylvestris_med,1.28
1982,30,sylvestris_med,3.7800000000000002
1982,31,sylvestris_med,2.27
1982,32,sylvestris_med,3.3
1982,33,sylvestris_med,1.71
1982,34,sylvestris_med,4.875
1982,35,sylvestris_med,3.615
1982,36,sylvestris_med,1.87
1982,37,sylvestris_med,3.5549999999999997
1982,38,sylvestris_med,2.99
1982,39,sylvestris_med,1.585
1982,40,sylvestris_med,2.255
1982,41,sylvestris_med,2.3200000000000003
1982,42,sylvestris_med,2.925
1982,43,sylvestris_med,2.91
1983,1,sylvestris_med,4.08
1983,2,sylvestris_med,1.2466666666666666
1983,3,sylvestris_med,1.92
1983,4,sylvestris_med,3.225
1983,5,sylvestris_med,1.9900000000000002
1983,6,sylvestris_med,2.995
1983,7,sylvestris_med,3.99
1983,8,sylvestris_med,4.470000000000001
1983,9,sylvestris_med,1.6
1983,10,sylvestris_med,0.96
1983,11,sylvestris_med,2.245
1983,12,sylvestris_med,1.915
1983,13,sylvestris_med,0.9650000000000001
1983,14,sylvestris_med,2.86
1983,15,sylvestris_med,2.3766666666666665
1983,16,sylvestris_med,2.585
1983,17,sylvestris_med,3.965
1983,18,sylvestris_med,3.6849999999999996
1983,19,sylvestris_med,1.795
1983,20,sylvestris_med,1.6349999999999998
1983,21,sylvestris_med,1.525
1983,22,sylvestris_med,3.665
1983,23,sylvestris_med,2.5
1983,24,sylvestris_med,3.285
1983,25,sylvestris_med,1.7850000000000001
1983,26,sylvestris_med,2.2199999999999998
1983,27,sylvestris_med,2.435
1983,28,sylvestris_med,3.615
1983,29,sylvestris_med,1.6549999999999998
1983,30,sylvestris_med,2.525
1983,31,sylvestris_med,3.1100000000000003
1983,32,sylvestris_med,4.03
1983,33,sylvestris_med,2.035
1983,34,sylvestris_med,3.5300000000000002
1983,35,sylvestris_med,3.63
1983,36,sylvestris_med,1.5
1983,37,sylvestris_med,2.9000000000000004
1983,38,sylvestris_med,4.065
1983,39,sylvestris_med,1.225
1983,40,sylvestris_med,1.7
1983,41,sylvestris_med,2.29
1983,42,sylvestris_med,3.5549999999999997
1983,43,sylvestris_med,3.205
1984,1,sylvestris_med,3.17
1984,2,sylvestris_med,1.9933333333333334
1984,3,sylvestris_med,1.505
1984,4,sylvestris_med,2.885
1984,5,sylvestris_med,2.35
1984,6,sylvestris_med,2.1
1984,7,sylvestris_med,4.635
1984,8,sylvestris_med,3.615
1984,9,sylvestris_med,1.63
1984,10,sylvestris_med,1.07
1984,11,sylvestris_med,1.2750000000000001
1984,12,sylvestris_med,1.38
1984,13,sylvestris_med,1.2799999999999998
1984,14,sylvestris_med,2.08
1984,15,sylvestris_med,1.6566666666666667
1984,16,sylvestris_med,1.8399999999999999
1984,17,sylvestris_med,3.36
1984,18,sylvestris_med,3.0949999999999998
1984,19,sylvestris_med,2.19
1984,20,sylvestris_med,2.08
1984,21,sylvestris_med,1.255
1984,22,sylvestris_med,2.73
1984,23,sylvestris_med,2.83
1984,24,sylvestris_med,2.495
1984,25,sylvestris_med,1.71
1984,26,sylvestris_med,3.215
1984,27,sylvestris_med,3.21
1984,28,sylvestris_med,4.994999999999999
1984,29,sylvestris_med,1.5
1984,30,sylvestris_med,2.97
1984,31,sylvestris_med,3.54
1984,32,sylvestris_med,3.31
1984,33,sylvestris_med,1.725
1984,34,sylvestris_med,4.095000000000001
1984,35,sylvestris_med,3.6950000000000003
1984,36,sylvestris_med,2.0549999999999997
1984,37,sylvestris_med,4.145
1984,38,sylvestris_med,3.09
1984,39,sylvestris_med,1.0699999999999998
1984,40,sylvestris_med,2.13
1984,41,sylvestris_med,1.8199999999999998
1984,42,sylvestris_med,2.375
1984,43,sylvestris_med,2.75
1985,1,sylvestris_med,3.375
1985,2,sylvestris_med,1.9300000000000002
1985,3,sylvestris_med,2.425
1985,4,sylvestris_med,4.26
1985,5,sylvestris_med,2.5700000000000003
1985,6,sylvestris_med,2.99
1985,7,sylvestris_med,4.835
1985,8,sylvestris_med,3.89
1985,9,sylvestris_med,1.84
1985,10,sylvestris_med,1.185
1985,11,sylvestris_med,1.405
1985,12,sylvestris_med,1.645
1985,13,sylvestris_med,1.01
1985,14,sylvestris_med,2.335
1985,15,sylvestris_med,2.183333333333333
1985,16,sylvestris_med,1.99
1985,17,sylvestris_med,4.535
1985,18,sylvestris_med,3.49
1985,19,sylvestris_med,2.34
1985,20,sylvestris_med,2.105
1985,21,sylvestris_med,1.7000000000000002
1985,22,sylvestris_med,3.7800000000000002
1985,23,sylvestris_med,2.875
1985,24,sylvestris_med,2.62
1985,25,sylvestris_med,1.28
1985,26,sylvestris_med,3.115
1985,27,sylvestris_med,3.125
1985,28,sylvestris_med,3.715
1985,29,sylvestris_med,2.375
1985,30,sylvestris_med,3.33
1985,31,sylvestris_med,3.84
1985,32,sylvestris_med,4.9399999999999995
1985,33,sylvestris_med,1.83
1985,34,sylvestris_med,3.745
1985,35,sylvestris_med,3.6849999999999996
1985,36,sylvestris_med,2.205
1985,37,sylvestris_med,3.95
